Cust_Id,Calendar_Dt,Amt_LE
112354888,2019-11-02,453.22
179497576,2019-11-06,2503.86
176903375,2019-11-06,17.04
179969707,2019-11-08,42.22
29098248,2019-11-05,0.10
174272386,2019-11-07,0.57
66901571,2019-11-04,45.29
97684665,2019-11-06,6.31
156399998,2019-11-02,89.16
153139467,2019-11-06,451.53
186610949,2019-11-06,0.32
171185879,2019-11-02,0.18
21844451,2019-11-08,0.00
155290859,2019-11-04,29.60
174567029,2019-11-02,61.41
60328532,2019-11-03,122.80
121985590,2019-11-05,52.56
59362627,2019-11-02,0.04
155578423,2019-11-03,21.99
174631814,2019-11-01,71.80
124399426,2019-11-07,0.91
22291374,2019-11-07,0.00
123211716,2019-11-03,0.00
115406725,2019-11-03,154.94
57325443,2019-11-05,57.72
104428599,2019-11-06,106.56
186661624,2019-11-03,7.05
161749450,2019-11-03,0.00
172880001,2019-11-03,2.30
186865146,2019-11-05,8.80
184996155,2019-11-02,5.77
94016607,2019-11-03,0.42
105459432,2019-11-05,423.06
98381684,2019-11-07,412.38
177532587,2019-11-03,0.96
180006375,2019-11-08,283.22
20605986,2019-11-05,172.94
176135924,2019-11-06,118.48
52448213,2019-11-04,0.59
13831393,2019-11-05,142.00
101771390,2019-11-08,11.28
90459124,2019-11-05,64.58
187286991,2019-11-06,808.56
177201318,2019-11-04,0.01
38606255,2019-11-06,4.66
170605794,2019-11-07,78.76
142012201,2019-11-03,185.41
141947046,2019-11-05,0.02
66468123,2019-11-06,188.95
16549927,2019-11-06,466.17
28411736,2019-11-02,73.36
163615398,2019-11-03,527.08
181148748,2019-11-04,66.39
181907883,2019-11-05,0.00
102329192,2019-11-06,471.09
169463539,2019-11-07,95.43
140562150,2019-11-04,17.70
136998418,2019-11-08,187.10
18744463,2019-11-04,18.24
66584292,2019-11-03,0.00
183577716,2019-11-08,0.01
163567297,2019-11-07,192.84
97535767,2019-11-08,54.23
178411115,2019-11-02,412.15
161553023,2019-11-07,49.75
162732874,2019-11-04,0.21
160592416,2019-11-08,13.99
185743702,2019-11-06,0.10
148392189,2019-11-04,39.25
15160974,2019-11-07,48.58
147460397,2019-11-01,433.25
112844641,2019-11-02,0.00
172525126,2019-11-05,774.23
184947032,2019-11-02,248.44
158513256,2019-11-03,1.66
52999592,2019-11-04,58.07
94016071,2019-11-08,567.36
186146301,2019-11-01,337.33
175311417,2019-11-06,0.01
72680454,2019-11-03,5.77
168312758,2019-11-02,54.78
108839579,2019-11-06,94.34
139424366,2019-11-04,246.09
186496654,2019-11-04,43.56
96060022,2019-11-06,151.21
170495739,2019-11-02,354.52
178536868,2019-11-08,26.25
104387901,2019-11-06,3.52
166610221,2019-11-02,2.45
182505363,2019-11-08,0.01
176686626,2019-11-08,0.06
182743722,2019-11-02,474.00
186786567,2019-11-08,0.64
37098088,2019-11-06,0.12
140748591,2019-11-08,19.85
187872790,2019-11-01,0.64
94002371,2019-11-03,45.98
60699624,2019-11-07,435.62
177103564,2019-11-08,166.50
148805344,2019-11-03,8.99
187102706,2019-11-08,55.61
186799741,2019-11-05,21.52
160230460,2019-11-07,328.88
186051748,2019-11-03,71.97
182490620,2019-11-05,0.00
182547634,2019-11-06,0.13
94007473,2019-11-04,147.71
108913338,2019-11-02,0.00
42471875,2019-11-08,143.91
162572226,2019-11-08,0.00
17488565,2019-11-02,5.45
159691376,2019-11-07,98.20
99281984,2019-11-06,80.23
175555316,2019-11-04,78.48
150047380,2019-11-03,0.64
182091870,2019-11-02,0.00
177783403,2019-11-05,0.05
175397734,2019-11-02,24.43
176813283,2019-11-03,17.69
186746971,2019-11-06,0.39
140774592,2019-11-06,0.32
97152029,2019-11-02,0.10
112892679,2019-11-03,55.47
36664108,2019-11-04,56.36
176731471,2019-11-03,0.04
178124422,2019-11-02,237.84
166647575,2019-11-06,186.20
139513169,2019-11-02,0.01
96843373,2019-11-02,21.29
38916882,2019-11-03,713.09
186552944,2019-11-03,1.68
127746962,2019-11-03,180.39
80190703,2019-11-05,0.32
42492126,2019-11-04,52.13
186955596,2019-11-05,0.60
175977739,2019-11-06,0.00
178350467,2019-11-01,371.85
184483253,2019-11-05,0.10
187879556,2019-11-08,1.51
125157434,2019-11-02,0.00
25349154,2019-11-07,125.52
172774842,2019-11-03,64.01
181188863,2019-11-04,90.31
151507745,2019-11-03,427.05
151704849,2019-11-08,0.00
96035075,2019-11-07,29.24
173010801,2019-11-01,81.73
96142461,2019-11-03,156.13
124039056,2019-11-06,1.27
107298098,2019-11-08,11.65
158847135,2019-11-07,0.29
174197851,2019-11-08,1.92
28739266,2019-11-03,123.39
129012202,2019-11-04,0.41
99874301,2019-11-02,2.65
132875595,2019-11-05,244.92
97885887,2019-11-03,0.10
109571016,2019-11-08,1165.19
108214670,2019-11-05,3.84
143342304,2019-11-07,37.48
183180821,2019-11-06,17.39
29641465,2019-11-04,0.49
185862714,2019-11-01,0.64
77849004,2019-11-06,81.85
127693656,2019-11-06,3.84
180886495,2019-11-03,166.17
172813508,2019-11-06,16.69
172738319,2019-11-05,16.65
187495229,2019-11-04,1.47
151604899,2019-11-07,13.37
183616742,2019-11-05,0.57
140025577,2019-11-04,4.03
175803046,2019-11-01,209.61
125890789,2019-11-02,26.77
173044630,2019-11-04,78.21
174872686,2019-11-04,78.79
187824071,2019-11-08,2120.58
6512857,2019-11-02,96.65
118277642,2019-11-01,2.24
179041553,2019-11-08,8.41
112354888,2019-11-03,176.05
179497576,2019-11-07,1176.82
176903375,2019-11-07,258.68
2377899,2019-11-01,46.04
29098248,2019-11-07,0.29
168740380,2019-11-01,0.00
66901571,2019-11-05,375.81
97684665,2019-11-07,36.27
156399998,2019-11-04,12.66
153139467,2019-11-07,282.30
186610949,2019-11-07,7.05
115072373,2019-11-03,5.13
146909735,2019-11-01,156.69
155290859,2019-11-05,9.99
174567029,2019-11-03,114.64
60328532,2019-11-04,13.07
121985590,2019-11-06,63.34
186700286,2019-11-06,0.00
155578423,2019-11-07,83.26
174631814,2019-11-02,96.18
124399426,2019-11-08,94.29
182063873,2019-11-01,45.57
123211716,2019-11-04,0.00
115406725,2019-11-04,34.99
57325443,2019-11-06,58.63
104428599,2019-11-07,3.86
186661624,2019-11-05,1.92
161749450,2019-11-08,0.00
97632661,2019-11-03,2.37
186865146,2019-11-06,40.22
177371325,2019-11-05,3.77
94016607,2019-11-04,0.38
105459432,2019-11-06,254.56
98381684,2019-11-08,12.89
177532587,2019-11-04,1.28
183269716,2019-11-01,49.31
173419615,2019-11-01,0.00
176135924,2019-11-07,6.09
52448213,2019-11-05,0.39
13831393,2019-11-06,127.75
103179820,2019-11-03,5.58
90459124,2019-11-06,152.73
187286991,2019-11-07,77.25
177201318,2019-11-07,0.00
38606255,2019-11-07,36.87
170605794,2019-11-08,55.87
142012201,2019-11-04,196.64
141947046,2019-11-06,0.01
66468123,2019-11-07,70.41
16549927,2019-11-07,509.35
28411736,2019-11-03,68.95
163615398,2019-11-04,123.47
181148748,2019-11-05,10.57
181907883,2019-11-07,141.78
102329192,2019-11-07,149.37
169463539,2019-11-08,5.44
140562150,2019-11-05,0.00
72284858,2019-11-02,50.02
18744463,2019-11-05,3.52
66584292,2019-11-04,0.01
172579608,2019-11-01,322.42
163567297,2019-11-08,254.97
169411829,2019-11-01,401.90
178411115,2019-11-03,954.44
161553023,2019-11-08,71.88
162732874,2019-11-05,0.00
97336104,2019-11-01,136.29
185743702,2019-11-08,0.10
148392189,2019-11-05,243.37
15160974,2019-11-08,0.59
147460397,2019-11-02,190.69
112844641,2019-11-03,0.00
172525126,2019-11-06,368.80
184947032,2019-11-03,70.13
158513256,2019-11-04,0.98
52999592,2019-11-05,143.84
24685512,2019-11-02,0.14
186146301,2019-11-02,169.97
175311417,2019-11-07,174.84
72680454,2019-11-04,33.33
168312758,2019-11-03,29.20
108839579,2019-11-07,98.21
139424366,2019-11-05,184.82
186496654,2019-11-05,27.54
96060022,2019-11-07,74.35
170495739,2019-11-03,660.86
68500562,2019-11-05,4.38
104387901,2019-11-07,0.88
166610221,2019-11-03,4.30
172913527,2019-11-01,0.01
171710790,2019-11-01,174.95
182743722,2019-11-03,589.63
183636869,2019-11-02,5.13
37098088,2019-11-07,0.16
186652507,2019-11-04,0.01
187872790,2019-11-03,0.96
94002371,2019-11-04,76.06
60699624,2019-11-08,949.06
130622800,2019-11-01,219.00
148805344,2019-11-04,13.77
153597269,2019-11-01,710.52
159333742,2019-11-01,15.58
160230460,2019-11-08,400.82
186051748,2019-11-04,72.17
174016527,2019-11-01,137.03
182547634,2019-11-07,0.11
94007473,2019-11-05,150.22
183774189,2019-11-01,247.58
182029890,2019-11-01,80.80
108616308,2019-11-03,0.25
17488565,2019-11-03,2.89
159691376,2019-11-08,104.90
99281984,2019-11-07,58.52
175555316,2019-11-05,82.39
150047380,2019-11-04,0.64
182091870,2019-11-03,0.00
178306598,2019-11-01,0.00
175397734,2019-11-03,0.37
176813283,2019-11-04,25.20
186746971,2019-11-07,0.49
140774592,2019-11-08,0.64
97152029,2019-11-05,0.10
112892679,2019-11-04,53.75
36664108,2019-11-05,25.66
176731471,2019-11-05,0.01
178124422,2019-11-03,218.16
166647575,2019-11-07,158.63
139513169,2019-11-03,0.01
96843373,2019-11-03,2.46
38916882,2019-11-06,317.38
186552944,2019-11-06,1.48
127746962,2019-11-04,47.08
80190703,2019-11-06,0.96
42492126,2019-11-05,43.12
186955596,2019-11-06,37.65
175977739,2019-11-08,0.00
178350467,2019-11-02,208.75
184483253,2019-11-06,0.10
97306759,2019-11-03,46.12
125157434,2019-11-05,1.37
25349154,2019-11-08,0.01
172774842,2019-11-04,31.65
181188863,2019-11-05,113.07
151507745,2019-11-04,965.14
148125779,2019-11-01,25.39
96035075,2019-11-08,136.66
173010801,2019-11-02,16.75
96142461,2019-11-04,296.09
124039056,2019-11-07,2.65
167033780,2019-11-01,5.56
158847135,2019-11-08,0.29
150496978,2019-11-01,23.14
28739266,2019-11-04,116.05
129012202,2019-11-05,40.75
99874301,2019-11-05,6.95
132875595,2019-11-06,0.00
97885887,2019-11-04,0.19
185821270,2019-11-04,0.00
108214670,2019-11-06,0.70
143342304,2019-11-08,48.39
142929181,2019-11-05,2.08
29641465,2019-11-05,0.20
186025604,2019-11-02,5.79
77849004,2019-11-07,35.21
127693656,2019-11-07,1.28
180886495,2019-11-04,103.26
172813508,2019-11-07,0.32
172738319,2019-11-06,30.76
139292672,2019-11-05,25.54
151604899,2019-11-08,37.97
183616742,2019-11-06,1.14
140025577,2019-11-06,5.02
175803046,2019-11-02,187.64
125890789,2019-11-06,24.25
173044630,2019-11-05,48.65
174872686,2019-11-05,175.27
132570268,2019-11-01,0.10
6512857,2019-11-03,120.76
118277642,2019-11-02,1.29
108485682,2019-11-02,25.80
112354888,2019-11-04,313.50
179497576,2019-11-08,656.01
176903375,2019-11-08,5.35
2377899,2019-11-02,171.83
29098248,2019-11-08,0.10
168740380,2019-11-02,0.00
66901571,2019-11-06,105.62
97684665,2019-11-08,95.66
156399998,2019-11-05,115.43
153139467,2019-11-08,61.63
186610949,2019-11-08,3.20
115072373,2019-11-04,0.08
146909735,2019-11-02,88.53
155290859,2019-11-06,87.51
174567029,2019-11-04,41.78
60328532,2019-11-05,0.51
121985590,2019-11-07,30.87
88379676,2019-11-01,459.46
155578423,2019-11-08,0.65
174631814,2019-11-03,115.09
181272898,2019-11-01,8.15
182063873,2019-11-02,2.07
123211716,2019-11-05,0.57
115406725,2019-11-05,57.15
57325443,2019-11-07,22.20
104428599,2019-11-08,13.06
172670697,2019-11-07,139.26
176966541,2019-11-03,0.32
120699344,2019-11-01,137.66
186865146,2019-11-07,6.81
73882848,2019-11-01,27.94
94016607,2019-11-05,0.49
105459432,2019-11-07,120.88
188203628,2019-11-01,4.26
177532587,2019-11-05,0.64
183269716,2019-11-02,1.50
173419615,2019-11-07,0.72
176135924,2019-11-08,1.28
52448213,2019-11-06,0.59
13831393,2019-11-07,171.11
103179820,2019-11-04,0.00
90459124,2019-11-07,28.28
187286991,2019-11-08,940.79
3948281,2019-11-01,20.40
38606255,2019-11-08,34.79
119322749,2019-11-01,0.68
142012201,2019-11-05,206.28
34273064,2019-11-01,68.81
34169888,2019-11-05,0.08
16549927,2019-11-08,721.50
28411736,2019-11-04,198.85
163615398,2019-11-06,70.72
186900395,2019-11-08,0.29
181907883,2019-11-08,300.33
102329192,2019-11-08,84.50
18449559,2019-11-01,95.26
140562150,2019-11-06,6.25
175964956,2019-11-05,0.00
18744463,2019-11-06,14.10
53919636,2019-11-01,16.34
172579608,2019-11-02,268.60
62633093,2019-11-01,64.55
169411829,2019-11-02,549.40
178411115,2019-11-04,442.78
40782912,2019-11-01,0.00
162732874,2019-11-06,11.32
97336104,2019-11-02,0.00
120440570,2019-11-01,0.00
148392189,2019-11-06,394.34
62905262,2019-11-02,0.00
147460397,2019-11-03,0.02
112844641,2019-11-04,0.00
172525126,2019-11-07,510.83
184947032,2019-11-04,95.12
158513256,2019-11-05,1.76
52999592,2019-11-06,96.55
24685512,2019-11-06,0.00
186146301,2019-11-03,210.21
175311417,2019-11-08,0.04
72680454,2019-11-05,183.42
168312758,2019-11-04,0.00
108839579,2019-11-08,729.26
139424366,2019-11-06,191.07
186496654,2019-11-06,73.96
96060022,2019-11-08,53.00
170495739,2019-11-04,481.11
90008689,2019-11-01,93.31
104387901,2019-11-08,1.47
166610221,2019-11-06,297.73
172913527,2019-11-02,0.01
171710790,2019-11-02,229.27
182743722,2019-11-04,328.06
183636869,2019-11-05,1.98
153845767,2019-11-03,12.47
186652507,2019-11-05,0.32
187872790,2019-11-06,0.32
94002371,2019-11-05,143.78
179108797,2019-11-01,1.60
130622800,2019-11-02,80.08
148805344,2019-11-05,0.64
153597269,2019-11-02,389.43
159333742,2019-11-02,92.20
183089084,2019-11-04,101.24
186051748,2019-11-05,71.58
174016527,2019-11-02,131.30
182547634,2019-11-08,0.10
94007473,2019-11-06,58.03
183774189,2019-11-02,100.57
182029890,2019-11-02,191.03
108616308,2019-11-04,0.53
17488565,2019-11-04,6.09
172947968,2019-11-04,0.10
99281984,2019-11-08,47.93
175555316,2019-11-06,147.97
150047380,2019-11-05,0.32
182091870,2019-11-05,0.00
115849263,2019-11-01,475.55
174544984,2019-11-01,0.32
176813283,2019-11-05,4.48
186746971,2019-11-08,23.09
180936874,2019-11-01,262.40
97152029,2019-11-06,4.41
112892679,2019-11-05,48.13
36664108,2019-11-06,11.10
176731471,2019-11-08,0.01
178124422,2019-11-04,184.09
166647575,2019-11-08,169.72
139513169,2019-11-04,0.00
96843373,2019-11-04,30.57
38916882,2019-11-07,1105.04
110667296,2019-11-03,0.05
127746962,2019-11-05,87.62
80190703,2019-11-07,0.32
42492126,2019-11-06,61.09
186955596,2019-11-07,82.81
174873801,2019-11-06,0.02
178350467,2019-11-03,298.68
184483253,2019-11-07,0.10
97306759,2019-11-06,1.05
125157434,2019-11-06,0.01
155510525,2019-11-01,0.01
172774842,2019-11-05,34.50
181188863,2019-11-06,107.33
151507745,2019-11-05,475.61
148125779,2019-11-02,1.52
28109194,2019-11-01,1.28
173010801,2019-11-03,16.07
96142461,2019-11-05,708.12
171313535,2019-11-01,31.12
167033780,2019-11-02,6.41
154351977,2019-11-01,184.10
150496978,2019-11-02,53.04
28739266,2019-11-05,30.24
129012202,2019-11-06,2.00
141849385,2019-11-01,0.03
132875595,2019-11-08,0.01
97885887,2019-11-05,0.19
185821270,2019-11-05,30.00
108214670,2019-11-08,0.03
44851014,2019-11-03,227.22
142929181,2019-11-06,17.49
29641465,2019-11-06,0.20
186025604,2019-11-05,0.00
77849004,2019-11-08,108.41
152085548,2019-11-01,54.69
180886495,2019-11-05,438.52
172813508,2019-11-08,156.61
172738319,2019-11-08,54.45
103016705,2019-11-05,4.74
173716546,2019-11-02,123.77
183616742,2019-11-07,0.57
140025577,2019-11-07,185.52
175803046,2019-11-03,122.34
125890789,2019-11-07,30.33
173044630,2019-11-06,219.96
174872686,2019-11-06,224.77
132570268,2019-11-02,0.20
6512857,2019-11-04,829.77
118277642,2019-11-03,2.89
128125806,2019-11-05,191.94
112354888,2019-11-05,110.98
161788322,2019-11-03,0.96
179421737,2019-11-01,33.32
2377899,2019-11-03,141.44
71512288,2019-11-01,0.01
168740380,2019-11-03,0.00
66901571,2019-11-07,47.41
159572412,2019-11-01,27.44
156399998,2019-11-06,19.32
6395395,2019-11-07,1.92
110315688,2019-11-01,68.89
115072373,2019-11-05,0.34
146909735,2019-11-03,0.01
155290859,2019-11-07,34.46
174567029,2019-11-05,85.34
60328532,2019-11-06,73.62
121985590,2019-11-08,14.83
88379676,2019-11-02,291.81
175665049,2019-11-01,1.39
174631814,2019-11-04,73.61
181272898,2019-11-03,2.00
182063873,2019-11-03,0.10
123211716,2019-11-06,2.29
115406725,2019-11-06,27.25
57325443,2019-11-08,54.25
178774125,2019-11-01,46.75
123075208,2019-11-01,45.93
176966541,2019-11-07,0.32
120699344,2019-11-02,74.20
186865146,2019-11-08,0.26
73882848,2019-11-02,133.49
94016607,2019-11-06,0.53
105459432,2019-11-08,181.83
188203628,2019-11-04,3.56
177532587,2019-11-06,1.92
183269716,2019-11-06,0.32
22334324,2019-11-01,0.96
23825302,2019-11-01,13.21
52448213,2019-11-08,0.49
13831393,2019-11-08,29.25
103179820,2019-11-06,7.00
90459124,2019-11-08,32.55
70513679,2019-11-01,815.96
3948281,2019-11-02,140.91
167975684,2019-11-01,179.07
119322749,2019-11-02,1.48
142012201,2019-11-06,123.09
34273064,2019-11-02,47.11
34169888,2019-11-06,0.56
173321447,2019-11-01,0.00
28411736,2019-11-05,932.72
163615398,2019-11-08,17.78
90671345,2019-11-01,72.58
3462345,2019-11-01,19.88
151144302,2019-11-01,3.53
18449559,2019-11-02,91.68
140562150,2019-11-07,9.57
175964956,2019-11-08,0.00
18744463,2019-11-07,0.64
53919636,2019-11-02,36.09
172579608,2019-11-03,113.52
62633093,2019-11-02,27.83
169411829,2019-11-03,476.79
178411115,2019-11-05,544.20
40782912,2019-11-03,0.00
162732874,2019-11-07,25.92
97336104,2019-11-06,66.68
7245798,2019-11-02,0.32
148392189,2019-11-07,211.34
62905262,2019-11-08,1.06
147460397,2019-11-05,0.00
112844641,2019-11-05,0.00
172525126,2019-11-08,39.59
184947032,2019-11-05,27.25
158513256,2019-11-06,80.57
52999592,2019-11-07,65.43
19807802,2019-11-01,0.01
186146301,2019-11-04,104.11
15785374,2019-11-05,0.03
72680454,2019-11-06,3.53
168312758,2019-11-05,47.29
22309728,2019-11-03,0.20
139424366,2019-11-07,324.82
186496654,2019-11-07,27.54
168718768,2019-11-03,0.07
170495739,2019-11-05,248.64
90008689,2019-11-02,12.86
29751463,2019-11-03,40.79
166610221,2019-11-07,25.32
172913527,2019-11-07,0.01
171710790,2019-11-03,183.31
182743722,2019-11-05,441.48
183636869,2019-11-06,4.24
153845767,2019-11-04,81.04
51947894,2019-11-05,0.00
187872790,2019-11-07,0.01
94002371,2019-11-06,58.95
179108797,2019-11-02,0.64
130622800,2019-11-03,34.92
148805344,2019-11-06,1.28
153597269,2019-11-03,548.67
159333742,2019-11-03,16.72
183089084,2019-11-05,685.91
186051748,2019-11-06,66.60
174016527,2019-11-03,42.60
166053271,2019-11-01,0.01
94007473,2019-11-07,84.83
183774189,2019-11-03,54.83
182029890,2019-11-03,118.57
108616308,2019-11-06,0.07
17488565,2019-11-05,7.69
119933241,2019-11-01,1.28
34557637,2019-11-01,30.56
175555316,2019-11-07,44.38
150047380,2019-11-07,1.60
182091870,2019-11-06,0.00
115849263,2019-11-02,300.44
185500958,2019-11-01,22.41
176813283,2019-11-06,0.09
158107029,2019-11-01,588.43
180936874,2019-11-02,224.80
97152029,2019-11-07,3.64
112892679,2019-11-06,137.09
36664108,2019-11-07,83.36
145859610,2019-11-01,8.68
178124422,2019-11-05,9.37
185169262,2019-11-02,12.05
139513169,2019-11-05,0.01
96843373,2019-11-05,23.84
161534787,2019-11-01,0.00
110667296,2019-11-05,0.00
127746962,2019-11-06,71.38
80190703,2019-11-08,0.20
42492126,2019-11-07,92.06
186955596,2019-11-08,0.00
174873801,2019-11-07,0.00
178350467,2019-11-04,241.07
184483253,2019-11-08,0.11
15574621,2019-11-01,1.28
125157434,2019-11-07,1.72
142899581,2019-11-06,1705.60
172774842,2019-11-06,30.91
181188863,2019-11-07,21.96
151507745,2019-11-06,1002.42
148125779,2019-11-04,0.10
28109194,2019-11-02,0.32
173010801,2019-11-04,13.91
96142461,2019-11-06,288.65
171313535,2019-11-02,8.66
167033780,2019-11-03,0.64
154351977,2019-11-02,652.23
150496978,2019-11-03,89.77
28739266,2019-11-06,48.98
129012202,2019-11-07,0.01
141849385,2019-11-04,0.03
115481925,2019-11-01,97.32
121613901,2019-11-01,5.42
136250863,2019-11-01,35.84
115262673,2019-11-01,0.57
44851014,2019-11-05,98.35
142929181,2019-11-08,0.19
29641465,2019-11-08,0.20
186025604,2019-11-06,0.01
166742115,2019-11-04,76.77
152085548,2019-11-03,56.85
180886495,2019-11-06,575.87
107288859,2019-11-01,23.74
5079299,2019-11-01,7.71
181271365,2019-11-01,142.01
173716546,2019-11-03,170.27
183616742,2019-11-08,1.14
140025577,2019-11-08,115.64
175803046,2019-11-04,217.46
125890789,2019-11-08,16.43
173044630,2019-11-07,18.97
99885119,2019-11-01,5.21
39933849,2019-11-01,32.55
6512857,2019-11-05,645.34
118277642,2019-11-04,6.73
128125806,2019-11-07,0.14
112354888,2019-11-06,227.79
161788322,2019-11-05,30.43
179421737,2019-11-02,53.82
2377899,2019-11-04,24.96
71512288,2019-11-02,0.01
168740380,2019-11-04,0.00
66901571,2019-11-08,72.37
159572412,2019-11-02,70.83
156399998,2019-11-07,137.61
6395395,2019-11-08,25.96
110315688,2019-11-02,41.54
155291793,2019-11-06,25.55
146909735,2019-11-04,264.55
115836625,2019-11-01,0.06
174567029,2019-11-06,85.32
60328532,2019-11-07,182.21
111671329,2019-11-01,87.67
88379676,2019-11-03,324.48
175665049,2019-11-02,231.17
174631814,2019-11-05,103.73
181272898,2019-11-04,41.35
182063873,2019-11-04,3.96
123211716,2019-11-07,1.72
115406725,2019-11-07,116.61
111646987,2019-11-01,26.87
178774125,2019-11-02,139.57
123075208,2019-11-03,5.29
159857198,2019-11-04,0.01
120699344,2019-11-03,151.44
119152830,2019-11-02,104.72
73882848,2019-11-03,114.60
94016607,2019-11-07,0.57
187262778,2019-11-01,5.46
181723825,2019-11-06,76.29
177532587,2019-11-07,1.93
183269716,2019-11-07,4.49
22334324,2019-11-02,0.64
23825302,2019-11-02,1.33
141279109,2019-11-01,0.00
170546040,2019-11-01,0.00
159560664,2019-11-02,0.00
188153313,2019-11-01,0.29
70513679,2019-11-02,521.45
3948281,2019-11-03,74.30
167975684,2019-11-02,184.78
119322749,2019-11-03,4.25
142012201,2019-11-07,201.88
34273064,2019-11-04,50.70
47342445,2019-11-01,1093.17
173321447,2019-11-03,0.00
28411736,2019-11-06,122.62
170046137,2019-11-01,0.00
90671345,2019-11-02,26.76
3462345,2019-11-02,25.63
151144302,2019-11-02,13.15
18449559,2019-11-03,9.13
140562150,2019-11-08,0.58
180180601,2019-11-01,85.69
18744463,2019-11-08,1.16
53919636,2019-11-03,73.64
172579608,2019-11-04,779.61
62633093,2019-11-03,59.45
169411829,2019-11-04,694.47
178411115,2019-11-06,22.16
40782912,2019-11-04,0.00
56883419,2019-11-02,7.37
97336104,2019-11-07,4.81
7245798,2019-11-03,0.32
148392189,2019-11-08,210.70
69917049,2019-11-06,0.24
147460397,2019-11-06,163.55
112844641,2019-11-06,0.00
183398758,2019-11-03,0.07
184947032,2019-11-06,1.60
158513256,2019-11-07,128.57
52999592,2019-11-08,78.91
179397202,2019-11-04,1.28
186146301,2019-11-05,191.76
15785374,2019-11-07,0.01
72680454,2019-11-07,98.00
168312758,2019-11-08,0.01
108391485,2019-11-04,0.03
139424366,2019-11-08,403.86
186496654,2019-11-08,0.32
168718768,2019-11-04,0.00
170495739,2019-11-06,837.43
90008689,2019-11-03,20.83
29751463,2019-11-04,75.57
166610221,2019-11-08,186.78
172913527,2019-11-08,0.05
171710790,2019-11-04,414.27
182743722,2019-11-06,670.27
183636869,2019-11-08,9.64
153845767,2019-11-05,399.99
124054121,2019-11-05,0.10
187872790,2019-11-08,20.80
94002371,2019-11-07,115.11
179108797,2019-11-03,0.64
130622800,2019-11-04,29.78
148805344,2019-11-07,0.64
153597269,2019-11-04,833.62
159333742,2019-11-04,34.84
183089084,2019-11-06,982.51
186051748,2019-11-07,26.07
174016527,2019-11-04,43.86
166053271,2019-11-06,0.10
94007473,2019-11-08,371.17
183774189,2019-11-04,48.41
182029890,2019-11-04,542.12
108616308,2019-11-07,0.02
17488565,2019-11-06,22.13
119933241,2019-11-02,69.79
34557637,2019-11-02,126.27
175555316,2019-11-08,85.65
180753575,2019-11-03,0.00
166621692,2019-11-03,0.00
115849263,2019-11-03,16.92
185500958,2019-11-07,0.01
176813283,2019-11-08,0.00
158107029,2019-11-02,223.37
180936874,2019-11-03,0.01
131532116,2019-11-02,20.10
112892679,2019-11-07,26.80
36664108,2019-11-08,59.65
145859610,2019-11-02,2.27
178124422,2019-11-06,361.04
185169262,2019-11-03,25.17
139513169,2019-11-06,0.00
96843373,2019-11-06,27.40
183595452,2019-11-01,0.01
110667296,2019-11-06,0.04
127746962,2019-11-08,90.88
169780852,2019-11-04,14.31
42492126,2019-11-08,172.01
152762480,2019-11-01,0.32
174873801,2019-11-08,0.01
178350467,2019-11-05,490.60
96976750,2019-11-02,0.19
141288327,2019-11-01,0.01
125157434,2019-11-08,0.00
142899581,2019-11-07,1287.64
172774842,2019-11-07,60.35
181188863,2019-11-08,150.40
151507745,2019-11-07,1630.39
148125779,2019-11-06,0.29
28109194,2019-11-05,0.10
173010801,2019-11-05,168.86
96142461,2019-11-07,476.35
171313535,2019-11-03,25.96
167033780,2019-11-04,0.78
154351977,2019-11-03,855.59
150496978,2019-11-04,38.81
28739266,2019-11-07,31.81
129012202,2019-11-08,0.00
141849385,2019-11-06,0.05
115481925,2019-11-02,146.10
121613901,2019-11-02,1.28
136250863,2019-11-06,129.25
115262673,2019-11-02,0.58
44851014,2019-11-06,0.11
26440459,2019-11-01,9.62
171912403,2019-11-01,0.00
186025604,2019-11-07,52.35
166742115,2019-11-05,169.24
152085548,2019-11-04,73.85
180886495,2019-11-07,358.87
107288859,2019-11-02,70.82
5079299,2019-11-02,13.80
181271365,2019-11-02,386.66
173716546,2019-11-04,0.31
180106718,2019-11-01,0.64
174724003,2019-11-01,0.00
175803046,2019-11-05,202.49
155461541,2019-11-08,0.01
173044630,2019-11-08,79.54
99885119,2019-11-02,60.39
39933849,2019-11-02,4.17
6512857,2019-11-06,209.37
118277642,2019-11-05,1.29
128125806,2019-11-08,202.22
112354888,2019-11-07,215.37
161788322,2019-11-06,5.60
179421737,2019-11-03,10.60
2377899,2019-11-05,165.98
71512288,2019-11-03,0.01
168740380,2019-11-05,0.00
79298195,2019-11-01,118.33
159572412,2019-11-03,61.33
156399998,2019-11-08,117.42
178470756,2019-11-01,41.99
110315688,2019-11-03,24.73
155291793,2019-11-07,7.69
146909735,2019-11-05,115.31
115836625,2019-11-03,0.00
174567029,2019-11-07,42.82
60328532,2019-11-08,41.95
111671329,2019-11-02,69.35
88379676,2019-11-04,471.65
175665049,2019-11-03,145.14
174631814,2019-11-06,199.10
181272898,2019-11-05,1.39
182063873,2019-11-05,33.64
135591557,2019-11-01,1.55
115406725,2019-11-08,19.71
111646987,2019-11-02,71.41
178774125,2019-11-03,117.42
123075208,2019-11-04,0.10
159857198,2019-11-08,0.01
120699344,2019-11-04,141.75
119152830,2019-11-03,47.39
73882848,2019-11-04,54.75
